Vuosi,"Sähkön tuotanto ja kulutus, GWh",Tiedot,value
2012,Sähkön nettotuonti,Vuosimuutos %,25.9
2012,Sähkön nettotuonti,Osuus kokonaiskulutuksesta %,20.5
2012,Sähkön nettotuonti,"Osuus kokonaistuotannosta, %",
2012,SÄHKÖN KOKONAISKULUTUS,"Määrä, GWh",85157
2012,SÄHKÖN KOKONAISKULUTUS,Vuosimuutos %,1.1
2012,SÄHKÖN KOKONAISKULUTUS,Osuus kokonaiskulutuksesta %,100
2012,SÄHKÖN KOKONAISKULUTUS,"Osuus kokonaistuotannosta, %",
2013,YDINVOIMA,"Määrä, GWh",22673
2013,YDINVOIMA,Vuosimuutos %,2.8
2013,YDINVOIMA,Osuus kokonaiskulutuksesta %,27
2013,YDINVOIMA,"Osuus kokonaistuotannosta, %",33.2
2013,Öljy (Fossiilinen polttoaine),"Määrä, GWh",205
2013,Öljy (Fossiilinen polttoaine),Vuosimuutos %,-22.6
2013,Öljy (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,0.2
2013,Öljy (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",0.3
2013,Kivihiili (Fossiilinen polttoaine),"Määrä, GWh",9997
2013,Kivihiili (Fossiilinen polttoaine),Vuosimuutos %,50
2013,Kivihiili (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,11.9
2013,Kivihiili (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",14.6
2013,Maakaasu (Fossiilinen polttoaine),"Määrä, GWh",6618
2013,Maakaasu (Fossiilinen polttoaine),Vuosimuutos %,1.1
2013,Maakaasu (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,7.9
2013,Maakaasu (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",9.7
2013,Muut fossiiliset (Fossiilinen polttoaine),"Määrä, GWh",678
2013,Muut fossiiliset (Fossiilinen polttoaine),Vuosimuutos %,15.3
2013,Muut fossiiliset (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,0.8
2013,Muut fossiiliset (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",1
2013,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Määrä, GWh",17498
2013,FOSSIILISET POLTTOAINEET YHTEENSÄ,Vuosimuutos %,24.4
2013,FOSSIILISET POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,20.8
2013,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",25.6
2013,Turve,"Määrä, GWh",2970
2013,Turve,Vuosimuutos %,-13.6
2013,Turve,Osuus kokonaiskulutuksesta %,3.5
2013,Turve,"Osuus kokonaistuotannosta, %",4.3
2013,FOSSIILISET JA TURVE YHTEENSÄ,"Määrä, GWh",20469
2013,FOSSIILISET JA TURVE YHTEENSÄ,Vuosimuutos %,17
2013,FOSSIILISET JA TURVE YHTEENSÄ,Osuus kokonaiskulutuksesta %,24.3
2013,FOSSIILISET JA TURVE YHTEENSÄ,"Osuus kokonaistuotannosta, %",29.9
2013,Vesivoima (Uusiutuva energialähde),"Määrä, GWh",12672
2013,Vesivoima (Uusiutuva energialähde),Vuosimuutos %,-24
2013,Vesivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,15.1
2013,Vesivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",18.5
2013,Tuulivoima (Uusiutuva energialähde),"Määrä, GWh",774
2013,Tuulivoima (Uusiutuva energialähde),Vuosimuutos %,56.7
2013,Tuulivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.9
2013,Tuulivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",1.1
2013,Aurinkovoima (Uusiutuva energialähde),"Määrä, GWh",7
2013,Aurinkovoima (Uusiutuva energialähde),Vuosimuutos %,16.7
2013,Aurinkovoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0
2013,Aurinkovoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0
2013,Mustalipeä (Uusiutuva energialähde),"Määrä, GWh",5457
2013,Mustalipeä (Uusiutuva energialähde),Vuosimuutos %,7.8
2013,Mustalipeä (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,6.5
2013,Mustalipeä (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",8
2013,Muut puupolttoaineet (Uusiutuva energialähde),"Määrä, GWh",5337
2013,Muut puupolttoaineet (Uusiutuva energialähde),Vuosimuutos %,7
2013,Muut puupolttoaineet (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,6.3
2013,Muut puupolttoaineet (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",7.8
2013,Muut uusiutuvat (Uusiutuva energialähde),"Määrä, GWh",552
2013,Muut uusiutuvat (Uusiutuva energialähde),Vuosimuutos %,12.2
2013,Muut uusiutuvat (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.7
2013,Muut uusiutuvat (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0.8
2013,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Määrä, GWh",11346
2013,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Vuosimuutos %,7.6
2013,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,13.5
2013,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",16.6
2013,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Määrä, GWh",24798
2013,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Vuosimuutos %,-10.5
2013,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,29.5
2013,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",36.3
2013,Muut energialähteet,"Määrä, GWh",414
2013,Muut energialähteet,Vuosimuutos %,-5
2013,Muut energialähteet,Osuus kokonaiskulutuksesta %,0.5
2013,Muut energialähteet,"Osuus kokonaistuotannosta, %",0.6
2013,SÄHKÖN TUOTANTO YHTEENSÄ,"Määrä, GWh",68354
2013,SÄHKÖN TUOTANTO YHTEENSÄ,Vuosimuutos %,0.9
2013,SÄHKÖN TUOTANTO YHTEENSÄ,Osuus kokonaiskulutuksesta %,81.3
2013,SÄHKÖN TUOTANTO YHTEENSÄ,"Osuus kokonaistuotannosta, %",100
2013,Sähkön nettotuonti,"Määrä, GWh",15715
2013,Sähkön nettotuonti,Vuosimuutos %,-9.9
2013,Sähkön nettotuonti,Osuus kokonaiskulutuksesta %,18.7
2013,Sähkön nettotuonti,"Osuus kokonaistuotannosta, %",
2013,SÄHKÖN KOKONAISKULUTUS,"Määrä, GWh",84069
2013,SÄHKÖN KOKONAISKULUTUS,Vuosimuutos %,-1.3
2013,SÄHKÖN KOKONAISKULUTUS,Osuus kokonaiskulutuksesta %,100
2013,SÄHKÖN KOKONAISKULUTUS,"Osuus kokonaistuotannosta, %",
2014,YDINVOIMA,"Määrä, GWh",22646
2014,YDINVOIMA,Vuosimuutos %,-0.1
2014,YDINVOIMA,Osuus kokonaiskulutuksesta %,27.1
2014,YDINVOIMA,"Osuus kokonaistuotannosta, %",34.6
2014,Öljy (Fossiilinen polttoaine),"Määrä, GWh",201
2014,Öljy (Fossiilinen polttoaine),Vuosimuutos %,-2
2014,Öljy (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,0.2
2014,Öljy (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",0.3
2014,Kivihiili (Fossiilinen polttoaine),"Määrä, GWh",7450
2014,Kivihiili (Fossiilinen polttoaine),Vuosimuutos %,-25.5
2014,Kivihiili (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,8.9
2014,Kivihiili (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",11.4
2014,Maakaasu (Fossiilinen polttoaine),"Määrä, GWh",5386
2014,Maakaasu (Fossiilinen polttoaine),Vuosimuutos %,-18.6
2014,Maakaasu (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,6.5
2014,Maakaasu (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",8.2
2014,Muut fossiiliset (Fossiilinen polttoaine),"Määrä, GWh",683
2014,Muut fossiiliset (Fossiilinen polttoaine),Vuosimuutos %,0.7
2014,Muut fossiiliset (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,0.8
2014,Muut fossiiliset (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",1
2014,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Määrä, GWh",13719
2014,FOSSIILISET POLTTOAINEET YHTEENSÄ,Vuosimuutos %,-21.6
2014,FOSSIILISET POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,16.4
2014,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",21
2014,Turve,"Määrä, GWh",3194
2014,Turve,Vuosimuutos %,7.5
2014,Turve,Osuus kokonaiskulutuksesta %,3.8
2014,Turve,"Osuus kokonaistuotannosta, %",4.9
2014,FOSSIILISET JA TURVE YHTEENSÄ,"Määrä, GWh",16913
2014,FOSSIILISET JA TURVE YHTEENSÄ,Vuosimuutos %,-17.4
2014,FOSSIILISET JA TURVE YHTEENSÄ,Osuus kokonaiskulutuksesta %,20.3
2014,FOSSIILISET JA TURVE YHTEENSÄ,"Osuus kokonaistuotannosta, %",25.8
2014,Vesivoima (Uusiutuva energialähde),"Määrä, GWh",13240
2014,Vesivoima (Uusiutuva energialähde),Vuosimuutos %,4.5
2014,Vesivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,15.9
2014,Vesivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",20.2
2014,Tuulivoima (Uusiutuva energialähde),"Määrä, GWh",1107
2014,Tuulivoima (Uusiutuva energialähde),Vuosimuutos %,43
2014,Tuulivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,1.3
2014,Tuulivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",1.7
2014,Aurinkovoima (Uusiutuva energialähde),"Määrä, GWh",8
2014,Aurinkovoima (Uusiutuva energialähde),Vuosimuutos %,14.3
2014,Aurinkovoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0
2014,Aurinkovoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0
2014,Mustalipeä (Uusiutuva energialähde),"Määrä, GWh",5338
2014,Mustalipeä (Uusiutuva energialähde),Vuosimuutos %,-2.2
2014,Mustalipeä (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,6.4
2014,Mustalipeä (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",8.2
2014,Muut puupolttoaineet (Uusiutuva energialähde),"Määrä, GWh",5188
2014,Muut puupolttoaineet (Uusiutuva energialähde),Vuosimuutos %,-2.8
2014,Muut puupolttoaineet (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,6.2
2014,Muut puupolttoaineet (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",7.9
2014,Muut uusiutuvat (Uusiutuva energialähde),"Määrä, GWh",596
2014,Muut uusiutuvat (Uusiutuva energialähde),Vuosimuutos %,8
2014,Muut uusiutuvat (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.7
2014,Muut uusiutuvat (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0.9
2014,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Määrä, GWh",11122
2014,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Vuosimuutos %,-2
2014,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,13.3
2014,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",17
2014,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Määrä, GWh",25477
2014,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Vuosimuutos %,2.7
2014,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,30.5
2014,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",38.9
2014,Muut energialähteet,"Määrä, GWh",423
2014,Muut energialähteet,Vuosimuutos %,2.2
2014,Muut energialähteet,Osuus kokonaiskulutuksesta %,0.5
2014,Muut energialähteet,"Osuus kokonaistuotannosta, %",0.6
2014,SÄHKÖN TUOTANTO YHTEENSÄ,"Määrä, GWh",65459
2014,SÄHKÖN TUOTANTO YHTEENSÄ,Vuosimuutos %,-4.2
2014,SÄHKÖN TUOTANTO YHTEENSÄ,Osuus kokonaiskulutuksesta %,78.5
2014,SÄHKÖN TUOTANTO YHTEENSÄ,"Osuus kokonaistuotannosta, %",100
2014,Sähkön nettotuonti,"Määrä, GWh",17966
2014,Sähkön nettotuonti,Vuosimuutos %,14.3
2014,Sähkön nettotuonti,Osuus kokonaiskulutuksesta %,21.5
2014,Sähkön nettotuonti,"Osuus kokonaistuotannosta, %",
2014,SÄHKÖN KOKONAISKULUTUS,"Määrä, GWh",83425
2014,SÄHKÖN KOKONAISKULUTUS,Vuosimuutos %,-0.8
2014,SÄHKÖN KOKONAISKULUTUS,Osuus kokonaiskulutuksesta %,100
2014,SÄHKÖN KOKONAISKULUTUS,"Osuus kokonaistuotannosta, %",
2015,YDINVOIMA,"Määrä, GWh",22326
2015,YDINVOIMA,Vuosimuutos %,-1.4
2015,YDINVOIMA,Osuus kokonaiskulutuksesta %,27.1
2015,YDINVOIMA,"Osuus kokonaistuotannosta, %",33.7
2015,Öljy (Fossiilinen polttoaine),"Määrä, GWh",187
2015,Öljy (Fossiilinen polttoaine),Vuosimuutos %,-7
2015,Öljy (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,0.2
2015,Öljy (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",0.3
2015,Kivihiili (Fossiilinen polttoaine),"Määrä, GWh",4821
2015,Kivihiili (Fossiilinen polttoaine),Vuosimuutos %,-35.3
2015,Kivihiili (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,5.8
2015,Kivihiili (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",7.3
2015,Maakaasu (Fossiilinen polttoaine),"Määrä, GWh",5086
2015,Maakaasu (Fossiilinen polttoaine),Vuosimuutos %,-5.6
2015,Maakaasu (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,6.2
2015,Maakaasu (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",7.7
2015,Muut fossiiliset (Fossiilinen polttoaine),"Määrä, GWh",860
2015,Muut fossiiliset (Fossiilinen polttoaine),Vuosimuutos %,25.9
2015,Muut fossiiliset (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,1
2015,Muut fossiiliset (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",1.3
2015,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Määrä, GWh",10954
2015,FOSSIILISET POLTTOAINEET YHTEENSÄ,Vuosimuutos %,-20.2
2015,FOSSIILISET POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,13.3
2015,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",16.6
2015,Turve,"Määrä, GWh",2895
2015,Turve,Vuosimuutos %,-9.4
2015,Turve,Osuus kokonaiskulutuksesta %,3.5
2015,Turve,"Osuus kokonaistuotannosta, %",4.4
2015,FOSSIILISET JA TURVE YHTEENSÄ,"Määrä, GWh",13849
2015,FOSSIILISET JA TURVE YHTEENSÄ,Vuosimuutos %,-18.1
2015,FOSSIILISET JA TURVE YHTEENSÄ,Osuus kokonaiskulutuksesta %,16.8
2015,FOSSIILISET JA TURVE YHTEENSÄ,"Osuus kokonaistuotannosta, %",20.9
2015,Vesivoima (Uusiutuva energialähde),"Määrä, GWh",16584
2015,Vesivoima (Uusiutuva energialähde),Vuosimuutos %,25.3
2015,Vesivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,20.1
2015,Vesivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",25.1
2015,Tuulivoima (Uusiutuva energialähde),"Määrä, GWh",2327
2015,Tuulivoima (Uusiutuva energialähde),Vuosimuutos %,110.2
2015,Tuulivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,2.8
2015,Tuulivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",3.5
2015,Aurinkovoima (Uusiutuva energialähde),"Määrä, GWh",11
2015,Aurinkovoima (Uusiutuva energialähde),Vuosimuutos %,37.5
2015,Aurinkovoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0
2015,Aurinkovoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0
2015,Mustalipeä (Uusiutuva energialähde),"Määrä, GWh",5442
2015,Mustalipeä (Uusiutuva energialähde),Vuosimuutos %,1.9
2015,Mustalipeä (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,6.6
2015,Mustalipeä (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",8.2
2015,Muut puupolttoaineet (Uusiutuva energialähde),"Määrä, GWh",4682
2015,Muut puupolttoaineet (Uusiutuva energialähde),Vuosimuutos %,-9.8
2015,Muut puupolttoaineet (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,5.7
2015,Muut puupolttoaineet (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",7.1
2015,Muut uusiutuvat (Uusiutuva energialähde),"Määrä, GWh",627
2015,Muut uusiutuvat (Uusiutuva energialähde),Vuosimuutos %,5.2
2015,Muut uusiutuvat (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.8
2015,Muut uusiutuvat (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0.9
2015,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Määrä, GWh",10752
2015,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Vuosimuutos %,-3.3
2015,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,13
2015,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",16.3
2015,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Määrä, GWh",29675
2015,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Vuosimuutos %,16.5
2015,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,36
2015,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",44.9
2015,Muut energialähteet,"Määrä, GWh",307
2015,Muut energialähteet,Vuosimuutos %,-27.4
2015,Muut energialähteet,Osuus kokonaiskulutuksesta %,0.4
2015,Muut energialähteet,"Osuus kokonaistuotannosta, %",0.5
2015,SÄHKÖN TUOTANTO YHTEENSÄ,"Määrä, GWh",66156
2015,SÄHKÖN TUOTANTO YHTEENSÄ,Vuosimuutos %,1.1
2015,SÄHKÖN TUOTANTO YHTEENSÄ,Osuus kokonaiskulutuksesta %,80.2
2015,SÄHKÖN TUOTANTO YHTEENSÄ,"Osuus kokonaistuotannosta, %",100
2015,Sähkön nettotuonti,"Määrä, GWh",16337
2015,Sähkön nettotuonti,Vuosimuutos %,-9.1
2015,Sähkön nettotuonti,Osuus kokonaiskulutuksesta %,19.8
2015,Sähkön nettotuonti,"Osuus kokonaistuotannosta, %",
2015,SÄHKÖN KOKONAISKULUTUS,"Määrä, GWh",82493
2015,SÄHKÖN KOKONAISKULUTUS,Vuosimuutos %,-1.1
2015,SÄHKÖN KOKONAISKULUTUS,Osuus kokonaiskulutuksesta %,100
2015,SÄHKÖN KOKONAISKULUTUS,"Osuus kokonaistuotannosta, %",
2016,YDINVOIMA,"Määrä, GWh",22280
2016,YDINVOIMA,Vuosimuutos %,-0.2
2016,YDINVOIMA,Osuus kokonaiskulutuksesta %,26.2
2016,YDINVOIMA,"Osuus kokonaistuotannosta, %",33.7
2016,Öljy (Fossiilinen polttoaine),"Määrä, GWh",168
2016,Öljy (Fossiilinen polttoaine),Vuosimuutos %,-10.2
2016,Öljy (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,0.2
2016,Öljy (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",0.3
2016,Kivihiili (Fossiilinen polttoaine),"Määrä, GWh",6552
2016,Kivihiili (Fossiilinen polttoaine),Vuosimuutos %,35.9
2016,Kivihiili (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,7.7
2016,Kivihiili (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",9.9
2016,Maakaasu (Fossiilinen polttoaine),"Määrä, GWh",3643
2016,Maakaasu (Fossiilinen polttoaine),Vuosimuutos %,-28.4
2016,Maakaasu (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,4.3
2016,Maakaasu (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",5.5
2016,Muut fossiiliset (Fossiilinen polttoaine),"Määrä, GWh",912
2016,Muut fossiiliset (Fossiilinen polttoaine),Vuosimuutos %,6
2016,Muut fossiiliset (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,1.1
2016,Muut fossiiliset (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",1.4
2016,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Määrä, GWh",11275
2016,FOSSIILISET POLTTOAINEET YHTEENSÄ,Vuosimuutos %,2.9
2016,FOSSIILISET POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,13.2
2016,FOSSIILISET POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",17
2016,Turve,"Määrä, GWh",2731
2016,Turve,Vuosimuutos %,-5.7
2016,Turve,Osuus kokonaiskulutuksesta %,3.2
2016,Turve,"Osuus kokonaistuotannosta, %",4.1
2016,FOSSIILISET JA TURVE YHTEENSÄ,"Määrä, GWh",14006
2016,FOSSIILISET JA TURVE YHTEENSÄ,Vuosimuutos %,1.1
2016,FOSSIILISET JA TURVE YHTEENSÄ,Osuus kokonaiskulutuksesta %,16.4
2016,FOSSIILISET JA TURVE YHTEENSÄ,"Osuus kokonaistuotannosta, %",21.2
2016,Vesivoima (Uusiutuva energialähde),"Määrä, GWh",15634
2016,Vesivoima (Uusiutuva energialähde),Vuosimuutos %,-5.7
2016,Vesivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,18.4
2016,Vesivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",23.6
2016,Tuulivoima (Uusiutuva energialähde),"Määrä, GWh",3068
2016,Tuulivoima (Uusiutuva energialähde),Vuosimuutos %,31.8
2016,Tuulivoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,3.6
2016,Tuulivoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",4.6
2016,Aurinkovoima (Uusiutuva energialähde),"Määrä, GWh",22
2016,Aurinkovoima (Uusiutuva energialähde),Vuosimuutos %,100
2016,Aurinkovoima (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0
2016,Aurinkovoima (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",0
2016,Mustalipeä (Uusiutuva energialähde),"Määrä, GWh",5366
2016,Mustalipeä (Uusiutuva energialähde),Vuosimuutos %,-1.4
2016,Mustalipeä (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,6.3
2016,Mustalipeä (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",8.1
2016,Muut puupolttoaineet (Uusiutuva energialähde),"Määrä, GWh",4817
2016,Muut puupolttoaineet (Uusiutuva energialähde),Vuosimuutos %,2.9
2016,Muut puupolttoaineet (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,5.7
2016,Muut puupolttoaineet (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",7.3
2016,Muut uusiutuvat (Uusiutuva energialähde),"Määrä, GWh",669
2016,Muut uusiutuvat (Uusiutuva energialähde),Vuosimuutos %,6.7
2016,Muut uusiutuvat (Uusiutuva energialähde),Osuus kokonaiskulutuksesta %,0.8
2016,Muut uusiutuvat (Uusiutuva energialähde),"Osuus kokonaistuotannosta, %",1
2016,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Määrä, GWh",10851
2016,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Vuosimuutos %,0.9
2016,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,12.7
2016,UUSIUTUVAT POLTTOAINEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",16.4
2016,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Määrä, GWh",29576
2016,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Vuosimuutos %,-0.3
2016,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,Osuus kokonaiskulutuksesta %,34.7
2016,UUSIUTUVAT ENERGIALÄHTEET YHTEENSÄ,"Osuus kokonaistuotannosta, %",44.7
2016,Muut energialähteet,"Määrä, GWh",342
2016,Muut energialähteet,Vuosimuutos %,11.4
2016,Muut energialähteet,Osuus kokonaiskulutuksesta %,0.4
2016,Muut energialähteet,"Osuus kokonaistuotannosta, %",0.5
2016,SÄHKÖN TUOTANTO YHTEENSÄ,"Määrä, GWh",66204
2016,SÄHKÖN TUOTANTO YHTEENSÄ,Vuosimuutos %,0.1
2016,SÄHKÖN TUOTANTO YHTEENSÄ,Osuus kokonaiskulutuksesta %,77.7
2016,SÄHKÖN TUOTANTO YHTEENSÄ,"Osuus kokonaistuotannosta, %",100
2016,Sähkön nettotuonti,"Määrä, GWh",18951
2016,Sähkön nettotuonti,Vuosimuutos %,16
2016,Sähkön nettotuonti,Osuus kokonaiskulutuksesta %,22.3
2016,Sähkön nettotuonti,"Osuus kokonaistuotannosta, %",
2016,SÄHKÖN KOKONAISKULUTUS,"Määrä, GWh",85155
2016,SÄHKÖN KOKONAISKULUTUS,Vuosimuutos %,3.2
2016,SÄHKÖN KOKONAISKULUTUS,Osuus kokonaiskulutuksesta %,100
2016,SÄHKÖN KOKONAISKULUTUS,"Osuus kokonaistuotannosta, %",
2017,YDINVOIMA,"Määrä, GWh",21574
2017,YDINVOIMA,Vuosimuutos %,-3.2
2017,YDINVOIMA,Osuus kokonaiskulutuksesta %,25.2
2017,YDINVOIMA,"Osuus kokonaistuotannosta, %",33.2
2017,Öljy (Fossiilinen polttoaine),"Määrä, GWh",158
2017,Öljy (Fossiilinen polttoaine),Vuosimuutos %,-6
2017,Öljy (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,0.2
2017,Öljy (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",0.2
2017,Kivihiili (Fossiilinen polttoaine),"Määrä, GWh",5531
2017,Kivihiili (Fossiilinen polttoaine),Vuosimuutos %,-15.6
2017,Kivihiili (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,6.5
2017,Kivihiili (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",8.5
2017,Maakaasu (Fossiilinen polttoaine),"Määrä, GWh",3221
2017,Maakaasu (Fossiilinen polttoaine),Vuosimuutos %,-11.6
2017,Maakaasu (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,3.8
2017,Maakaasu (Fossiilinen polttoaine),"Osuus kokonaistuotannosta, %",5
2017,Muut fossiiliset (Fossiilinen polttoaine),"Määrä, GWh",893
2017,Muut fossiiliset (Fossiilinen polttoaine),Vuosimuutos %,-2.1
2017,Muut fossiiliset (Fossiilinen polttoaine),Osuus kokonaiskulutuksesta %,1
